dial_name,turn_id,context,query,gold,s2s,larl,mog,message
PMUL4368.json,3,"U1: can you find a place to eat in the [value_pricerange] price range ?<br/>S1: there are [value_count] [value_pricerange] restaurant -s in town . do you have a food preference or an area of town you want to eat in ?<br/>U2: i am craving some [value_food] food . can you point me in the right direction ? i am looking to eat somewhere in the [value_area] area of town .<br/>S2: i have found [value_count] attraction matching your criteria , [attraction_name] . would you like to try it ?<br/>U3: yes . please book me a table for [value_day] at [value_time] for [value_count] people .<br/>S3: i have booked your table . the reference number is [attraction_reference] .",thank you ! could you also find an architectural attraction near the restaurant ?,"unfortunately , i do not happen to see any architecture attractions in that area of town . can i find something else for you ?",there are no _UNK _UNK in the [value_area] . would you like to try a different area ?,"sure , [attraction_name] is located at [attraction_address] , postcode [attraction_postcode] . their phone number is [attraction_phone] .","i am sorry , there are no _UNK in the [value_area] . would you like to try a different type of attraction ?","You are looking for information in Cambridge<br/>You are looking for a <span class='emphasis'>place to dine</span>. The restaurant should be in the <span class='emphasis'>east</span> and should be in the <span class='emphasis'>cheap</span> price range<br/>The restaurant should serve <span class='emphasis'>international</span> food<br/>Once you find the <span class='emphasis'>restaurant</span> you want to book a table for <span class='emphasis'>6 people</span> at <span class='emphasis'>13:00</span> on <span class='emphasis'>friday</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for <span class='emphasis'>places to go</span> in town. The attraction should be <span class='emphasis'>in the same area as the restaurant</span> and should be in the type of <span class='emphasis'>architecture</span><br/>If there is no such attraction, how about one that is in <span class='emphasis'>the type of mutliple sports</span><br/>Make sure you get <span class='emphasis'>address</span><br/>You also want to book a <span class='emphasis'>taxi</span> to commute between the two places<br/>You want to make sure it arrives the restaurant <span class='emphasis'>by the booked time</span><br/>Make sure you get <span class='emphasis'>contact number</span> and <span class='emphasis'>car type</span>"
PMUL2080.json,0,nan,can you help me find the [attraction_name] ?,the [attraction_name] is located at [attraction_address] . would you like the phone number ?,"yes , [attraction_name] is located in the [value_area] part of town at [attraction_address] .","sure , [attraction_name] is located at [attraction_address] , postcode [attraction_postcode] . phone number is [attraction_phone] .",[attraction_name] is located at [attraction_address] in the [value_area] . the phone number is [attraction_phone] . is there anything else i can help you with ?,"You are traveling to Cambridge and looking forward to try local restaurants<br/>You are looking for a <span class='emphasis'>particular attraction</span>. Its name is called <span class='emphasis'>funky fun house</span><br/>Make sure you get <span class='emphasis'>postcode</span>, <span class='emphasis'>area</span>, and <span class='emphasis'>attraction type</span><br/>You are also looking for a <span class='emphasis'>restaurant</span>. The restaurant should be in the <span class='emphasis'>centre</span> and should serve <span class='emphasis'>korean</span> food<br/>The restaurant should be in the <span class='emphasis'>expensive</span> price range<br/>Once you find the <span class='emphasis'>restaurant</span> you want to book a table for <span class='emphasis'>1 people</span> at <span class='emphasis'>20:00</span> on <span class='emphasis'>monday</span><br/>If the booking fails how about <span class='emphasis'>19:00</span><br/>Make sure you get the <span class='emphasis'>reference number</span>"
PMUL2351.json,0,nan,are there any colleges in town i could go to ? i would appreciate your help .,yes may i [attraction_name] what area you are looking for it to be in ?,there are [value_count] colleges in the [value_area] . do you have a specific area you would like to visit ?,there are [value_count] museums in the [value_area] . i recommend [attraction_name] . the address is [attraction_address] .,there are [value_count] colleges in [value_place] . do you have a specific area you would like to visit ?,You are planning your trip in Cambridge<br/>You are looking for <span class='emphasis'>places to go</span> in town. The attraction should be in the type of <span class='emphasis'>college</span><br/>Make sure you get <span class='emphasis'>phone number</span><br/>You are also looking for a <span class='emphasis'>particular restaurant</span>. Its name is called <span class='emphasis'>ask</span><br/>Once you find the <span class='emphasis'>restaurant</span> you want to book a table for <span class='emphasis'>8 people</span> at <span class='emphasis'>18:00</span> on <span class='emphasis'>tuesday</span><br/>If the booking fails how about <span class='emphasis'>sunday</span><br/>Make sure you get the <span class='emphasis'>reference number</span>
MUL0843.json,1,U1: i am visiting [value_place] and looking for local attractions . can you suggest a place to go in town ?<br/>S1: i am sure i could . any particular area or type of attraction you are interested in ?,"yes , could you provide me with information on museums in the [value_area] of town and the entrance fees ?",there are [value_count] choices . how about [attraction_name] ? it fits your needs and has free admission . would this work for you ?,there are [value_count] museums in the [value_area] of town . do you have a preference ?,[attraction_name] is free . their phone number is [attraction_phone] .,there are [value_count] museums in the [value_area] . i recommend [attraction_name] . it is free to visit .,You are traveling to Cambridge and looking forward to try local restaurants<br/>You are looking for <span class='emphasis'>places to go</span> in town. The attraction should be in the <span class='emphasis'>west</span> and should be in the type of <span class='emphasis'>museum</span><br/>Make sure you get <span class='emphasis'>entrance fee</span><br/>You are also looking for a <span class='emphasis'>particular restaurant</span>. Its name is called <span class='emphasis'>pizza express Fen Ditton</span><br/>Once you find the <span class='emphasis'>restaurant</span> you want to book a table for <span class='emphasis'>3 people</span> at <span class='emphasis'>14:45</span> on <span class='emphasis'>sunday</span><br/>Make sure you get the <span class='emphasis'>reference number</span>
SNG0678.json,0,nan,i am looking for an [value_food] restaurant on the [value_area] side of town .,sure we have either [restaurant_name] or [restaurant_name] . would you like to book a table at [value_count] of these place -s ?,i have [value_count] [value_food] restaurant -s in the [value_area] part of town . do you have a preference ?,[restaurant_name] is a [value_food] restaurant in the [value_area] part of town . their phone number is [restaurant_phone] and their postcode is [restaurant_postcode] .,[restaurant_name] is a [value_food] restaurant in the [value_area] part of town .,You are looking for a <span class='emphasis'>restaurant</span>. The restaurant should be in the <span class='emphasis'>south</span> and should serve <span class='emphasis'>italian</span> food<br/>Once you find the <span class='emphasis'>restaurant</span> you want to book a table for <span class='emphasis'>7 people</span> at <span class='emphasis'>14:00</span> on <span class='emphasis'>friday</span><br/>If the booking fails how about <span class='emphasis'>13:00</span><br/>Make sure you get the <span class='emphasis'>reference number</span>
SNG1150.json,0,nan,i am trying to find a concert hall in the [value_area] part of town .,"unfortunately , i do not have any listings for concert halls on the [value_area] side . can i check another area of town for you ?","i am sorry , but there are no _UNK _UNK in the [value_area] . would you like to try a different area ?",[attraction_name] is located at [attraction_address] and the postcode is [attraction_postcode] . their phone number is [attraction_phone] .,"i am sorry , there are no _UNK in the [value_area] . would you like to try a different area ?","You are looking for <span class='emphasis'>places to go</span> in town. The attraction should be in the <span class='emphasis'>east</span> and should be in the type of <span class='emphasis'>concerthall</span><br/>If there is no such attraction, how about one that is in <span class='emphasis'>the type of entertainment</span><br/>Make sure you get <span class='emphasis'>phone number</span> and <span class='emphasis'>address</span>"
SNG0779.json,1,U1: find me an [value_pricerange] hotel with free parking .<br/>S1: there are [value_count] different hotel -s that are [value_pricerange] and all include free parking . is there a particular area you would like to stay in ?,no . as long as its in the type of hotel .,"there are [value_count] star hotel -s with free parking in this price range , the [hotel_name] and the [hotel_name] .",i have [value_count] guesthouses that meet your criteria . [value_count] is in the [value_area] and [value_count] is in the [value_area] .,"the [hotel_name] is a guesthouse in the [value_area] part of town with a [value_pricerange] price range , and their phone number is [hotel_phone] .",[hotel_name] is in the [value_area] . it is [value_pricerange] -ly priced . would you like me to book it for you ?,You are looking for a <span class='emphasis'>place to stay</span>. The hotel should <span class='emphasis'>include free parking</span> and should be in the <span class='emphasis'>expensive</span> price range<br/>The hotel should be in the type of <span class='emphasis'>hotel</span><br/>Make sure you get <span class='emphasis'>phone number</span>
SNG0714.json,0,nan,i am looking for a restaurant called [restaurant_name] .,"yes , that s a great [value_pricerange] [value_food] place on the [value_area] side . what other information can i get for you ?",[restaurant_name] is an [value_pricerange] [value_food] restaurant in the [value_area] . would you like more information ?,[restaurant_name] is a [value_food] restaurant in the [value_area] part of town . their phone number is [restaurant_phone] and their postcode is [restaurant_postcode] .,[restaurant_name] is an [value_pricerange] [value_food] restaurant in the [value_area] . would you like me to make a reservation for you ?,You are looking for a <span class='emphasis'>particular restaurant</span>. Its name is called <span class='emphasis'>la margherita</span><br/>Make sure you get <span class='emphasis'>area</span> and <span class='emphasis'>price range</span>
SNG01359.json,0,nan,please help me make a taxi reservation,sure ! where is your departure site ?,sure ! when would you like to leave ?,sure ! when would you like to arrive ?,sure ! where would you like to depart from ?,You want to book a <span class='emphasis'>taxi</span>. The taxi should go to <span class='emphasis'>shanghai family restaurant</span> and should <span class='emphasis'>arrive by 18:15</span><br/>The taxi should depart from <span class='emphasis'>riverside brasserie</span><br/>Make sure you get <span class='emphasis'>contact number</span> and <span class='emphasis'>car type</span>
PMUL1987.json,0,nan,i need a place to stay in [value_place] . i am looking for a hotel with [value_count] stars .,is there a certain area you would like to be in ?,i have [value_count] hotel -s that meet your criteria . do you have a preference on price range ?,"the [hotel_name] is a guesthouse in the [value_area] part of town with a [value_pricerange] price range , and their phone number is [hotel_phone] .",i have [value_count] hotel -s that match your request . is there a particular area you would like to stay in ?,You are planning your trip in Cambridge<br/>You are looking for a <span class='emphasis'>place to stay</span>. The hotel should be in the type of <span class='emphasis'>hotel</span> and should have <span class='emphasis'>a star of 0</span><br/>The hotel should <span class='emphasis'>include free wifi</span><br/>Once you find the <span class='emphasis'>hotel</span> you want to book it for <span class='emphasis'>2 people</span> and <span class='emphasis'>5 nights</span> starting from <span class='emphasis'>monday</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for a <span class='emphasis'>train</span>. The train should <span class='emphasis'>arrive by 12:45</span> and should depart from <span class='emphasis'>cambridge</span><br/>The train should leave on <span class='emphasis'>saturday</span> and should go to <span class='emphasis'>birmingham new street</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>the same group of people</span><br/>Make sure you get the <span class='emphasis'>reference number</span>
MUL0760.json,1,"U1: i am looking for a place to stay . could you find me a place in the [value_area] of town that is [value_pricerange] ?<br/>S1: there are [value_count] hotel -s in that area that are in the [value_pricerange] price range , [value_count] is a [value_count] star and the other [value_count] star . which [value_count] would you prefer ?",i need it to have free wifi and free parking . does [value_count] of them offer both ?,"yes , they both do . may i recommend [hotel_name] ?","yes , i have [value_count] guesthouses that meet your criteria . [value_count] is [value_pricerange] and [value_count] is [value_pricerange] . do you have a preference ?",[hotel_name] is a guesthouse in the [value_area] part of town with free internet and parking . the phone number is [hotel_phone] .,"yes , the [hotel_name] has free parking . would you like me to book it for you ?",You are planning your trip in Cambridge<br/>You are looking for a <span class='emphasis'>place to stay</span>. The hotel should be in the <span class='emphasis'>centre</span> and should be in the <span class='emphasis'>expensive</span> price range<br/>The hotel should <span class='emphasis'>include free wifi</span> and should <span class='emphasis'>include free parking</span><br/>Make sure you get <span class='emphasis'>postcode</span> and <span class='emphasis'>hotel type</span><br/>You are also looking for a <span class='emphasis'>train</span>. The train should leave on <span class='emphasis'>wednesday</span> and should <span class='emphasis'>arrive by 13:15</span><br/>The train should depart from <span class='emphasis'>broxbourne</span> and should go to <span class='emphasis'>cambridge</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>3 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span>
PMUL0518.json,2,"U1: i am looking for a restaurant called [restaurant_name] .<br/>S1: the [restaurant_name] is a [value_pricerange] -ly priced [value_food] restaurant in the [value_area] . would you like the address or phone number ?<br/>U2: actually i know exactly where it is and would appreciate you booking a table for [value_count] at [value_time] on [value_day] .<br/>S2: alright , i have booked your table on [value_day] for [value_count] at [value_time] . is there anything else i can help you with ?",i will need the reference number please .,the reference number is [restaurant_reference] .,your reference number is [restaurant_reference] . is there anything else i can help you with ?,your reference number is [restaurant_reference] .,your reference number is [restaurant_reference] . is there anything else i can help you with ?,You are planning your trip in Cambridge<br/>You are looking for a <span class='emphasis'>particular restaurant</span>. Its name is called <span class='emphasis'>golden wok</span><br/>Once you find the <span class='emphasis'>restaurant</span> you want to book a table for <span class='emphasis'>2 people</span> at <span class='emphasis'>18:15</span> on <span class='emphasis'>monday</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for a <span class='emphasis'>train</span>. The train should depart from <span class='emphasis'>cambridge</span> and should <span class='emphasis'>arrive by 20:45</span><br/>The train should leave on <span class='emphasis'>tuesday</span> and should go to <span class='emphasis'>norwich</span><br/>Make sure you get <span class='emphasis'>departure time</span>
SNG01272.json,0,nan,help me reserve a taxi please,"okay , what is your departure site ?",sure ! when would you like to leave ?,sure ! where are you departing from and going to ?,sure ! where would you like to depart from ?,You want to book a <span class='emphasis'>taxi</span>. The taxi should <span class='emphasis'>arrive by 12:45</span> and should depart from <span class='emphasis'>pizza express Fen Ditton</span><br/>The taxi should go to <span class='emphasis'>sidney sussex college</span><br/>Make sure you get <span class='emphasis'>contact number</span> and <span class='emphasis'>car type</span>
MUL0197.json,0,nan,i am looking for an [value_pricerange] restaurant in the center of town .,there are [value_count] restaurant -s that meet your needs . would you like to narrow your search by type of food ?,i have [value_count] restaurant -s that meet your criteria . is there a type of cuisine you are looking to dine ?,[restaurant_name] is a [value_food] restaurant in the [value_area] part of town . their phone number is [restaurant_phone] and their postcode is [restaurant_postcode] .,there are [value_count] [value_pricerange] restaurant -s in the [value_area] of town . is there a particular type of food you would like ?,"You are traveling to Cambridge and looking forward to try local restaurants<br/>You are looking for a <span class='emphasis'>place to dine</span>. The restaurant should be in the <span class='emphasis'>centre</span> and should be in the <span class='emphasis'>expensive</span> price range<br/>Once you find the <span class='emphasis'>restaurant</span> you want to book a table for <span class='emphasis'>5 people</span> at <span class='emphasis'>11:30</span> on <span class='emphasis'>tuesday</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for a <span class='emphasis'>place to stay</span>. The hotel should have <span class='emphasis'>a star of 3</span> and should <span class='emphasis'>include free wifi</span><br/>The hotel should be <span class='emphasis'>in the same area as the restaurant</span> and should <span class='emphasis'>include free parking</span><br/>Make sure you get <span class='emphasis'>address</span>, <span class='emphasis'>hotel type</span>, and <span class='emphasis'>price range</span><br/>You also want to book a <span class='emphasis'>taxi</span> to commute between the two places<br/>You want to make sure it arrives the restaurant <span class='emphasis'>by the booked time</span><br/>Make sure you get <span class='emphasis'>contact number</span> and <span class='emphasis'>car type</span>"
PMUL0265.json,3,"U1: i am looking for a place to dine in the [value_area] that serves jamaican food .<br/>S1: i am sorry , i am not finding any place that serves jamaican food in the [value_area] of town . would you like to try another area ?<br/>U2: that is fine , how about a place that serves [value_food] food ?<br/>S2: there are several of those . do you have a price range you are looking for ?<br/>U3: i have no preference in price range .<br/>S3: i have [value_count] different [value_food] restaurant -s in the [value_area] of town . if you are looking for a truly authentic experience , might i suggest [restaurant_name] . they are [value_pricerange] .",that sounds perfect . can you book a table for me for [value_day] ?,sure . how many people will be dining on [value_day] ?,what time would you like to dine ?,i would recommend [restaurant_name] . it s a [value_food] restaurant in the [value_area] . the address is [restaurant_address] .,how many people will be _UNK and for how many people ?,"You are planning your trip in Cambridge<br/>You are looking for a <span class='emphasis'>place to dine</span>. The restaurant should serve <span class='emphasis'>jamaican</span> food and should be in the <span class='emphasis'>centre</span><br/>If there is no such restaurant, how about one that serves <span class='emphasis'>indian</span> food<br/>Once you find the <span class='emphasis'>restaurant</span> you want to book a table for <span class='emphasis'>2 people</span> at <span class='emphasis'>14:30</span> on <span class='emphasis'>tuesday</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for a <span class='emphasis'>particular hotel</span>. Its name is called <span class='emphasis'>autumn house</span><br/>Once you find the <span class='emphasis'>hotel</span> you want to book it for <span class='emphasis'>the same group of people</span> and <span class='emphasis'>2 nights</span> starting from <span class='emphasis'>the same day</span><br/>If the booking fails how about <span class='emphasis'>wednesday</span><br/>Make sure you get the <span class='emphasis'>reference number</span>"
PMUL3785.json,1,"U1: can you help me find information on the [hotel_name] ?<br/>S1: that is a great [value_count] star hotel . it is [value_pricerange] , but beautiful . what would you like to know ?",i want to book it for [value_count] nights,"okay , what day would you like me to make the reservation for and for how many people ?",what day would you like to book ?,"i would be happy to help with your request , first i'll need to know how many people will be staying and for how many nights ?",what day would you like to _UNK your stay ?,You are traveling to Cambridge and looking forward to try local restaurants<br/>You are looking for a <span class='emphasis'>particular hotel</span>. Its name is called <span class='emphasis'>gonville hotel</span><br/>Once you find the <span class='emphasis'>hotel</span> you want to book it for <span class='emphasis'>4 people</span> and <span class='emphasis'>5 nights</span> starting from <span class='emphasis'>friday</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for a <span class='emphasis'>restaurant</span>. The restaurant should be in the <span class='emphasis'>centre</span> and should be in the <span class='emphasis'>expensive</span> price range<br/>Once you find the <span class='emphasis'>restaurant</span> you want to book a table for <span class='emphasis'>the same group of people</span> at <span class='emphasis'>14:15</span> on <span class='emphasis'>the same day</span><br/>Make sure you get the <span class='emphasis'>reference number</span>
SNG0500.json,1,"U1: i am trying to find a [value_pricerange] asian restaurant to have dinner at tonight . what kind of options are available for me ?<br/>S1: i have [value_count] place -s , how many people and what time ?","actually , can you suggest [value_count] of them . can i get their contact info as well ?","sure , i would suggest the [restaurant_name] at [restaurant_address] . you can reach them at [restaurant_phone] . i could reserve it for you .",[restaurant_name] is a [value_food] restaurant in the [value_area] part of town . their phone number is [restaurant_phone] .,"[restaurant_name] is at [restaurant_address] , postcode [restaurant_postcode] . their phone number is [restaurant_phone] .",[restaurant_name] is located at [restaurant_address] and their phone number is [restaurant_phone] .,"You are looking for a <span class='emphasis'>place to dine</span>. The restaurant should be in the <span class='emphasis'>cheap</span> price range and should serve <span class='emphasis'>asian oriental</span> food<br/>Make sure you get <span class='emphasis'>phone number</span>, <span class='emphasis'>area</span>, and <span class='emphasis'>address</span>"
MUL0947.json,0,nan,i am looking for a museum to go to in [value_place] .,you are in luck ! [value_place] has a great number of museums . did you have an area in mind ?,there are [value_count] museums in the [value_area] . do you have a specific area you would like to visit ?,"[attraction_name] is located at [attraction_address] , postcode [attraction_postcode] . their phone number is [attraction_phone] .",there are [value_count] museums in [value_place] . is there a particular area you would like to visit ?,"You are planning your trip in Cambridge<br/>You are looking for <span class='emphasis'>places to go</span> in town. The attraction should be in the type of <span class='emphasis'>museum</span><br/>Make sure you get <span class='emphasis'>area</span>, <span class='emphasis'>entrance fee</span>, and <span class='emphasis'>phone number</span><br/>You are also looking for a <span class='emphasis'>place to dine</span>. The restaurant should be in the <span class='emphasis'>expensive</span> price range and should serve <span class='emphasis'>creative</span> food<br/>The restaurant should be in the <span class='emphasis'>centre</span><br/>If there is no such restaurant, how about one that serves <span class='emphasis'>turkish</span> food<br/>Once you find the <span class='emphasis'>restaurant</span> you want to book a table for <span class='emphasis'>8 people</span> at <span class='emphasis'>13:45</span> on <span class='emphasis'>sunday</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You also want to book a <span class='emphasis'>taxi</span> to commute between the two places<br/>You want to make sure it arrives the restaurant <span class='emphasis'>by the booked time</span><br/>Make sure you get <span class='emphasis'>contact number</span> and <span class='emphasis'>car type</span>"
PMUL1323.json,0,nan,i am looking for a college in the [value_area] .,"i apologize , i am unable to locate any colleges in the [value_area] . would you like to try another area ?","i am sorry , there are no colleges in the [value_area] . would you like to try a different area ?","[attraction_name] is located at [attraction_address] , postcode [attraction_postcode] . their phone number is [attraction_phone] .","i am sorry , there are no colleges in the [value_area] . would you like to try a different area ?","You are planning your trip in Cambridge<br/>You are looking for <span class='emphasis'>places to go</span> in town. The attraction should be in the type of <span class='emphasis'>college</span> and should be in the <span class='emphasis'>centre</span><br/>Make sure you get <span class='emphasis'>address</span>, <span class='emphasis'>phone number</span>, and <span class='emphasis'>entrance fee</span><br/>You are also looking for a <span class='emphasis'>train</span>. The train should depart from <span class='emphasis'>london liverpool street</span> and should <span class='emphasis'>arrive by 12:00</span><br/>The train should go to <span class='emphasis'>cambridge</span> and should leave on <span class='emphasis'>sunday</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>2 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span>"
SNG01534.json,1,"U1: are there any [value_count] star hotel -s with free parking ?<br/>S1: i am sorry , i cannot find any hotel -s that meet your criteria . would you like to search again ?","i am looking for a guesthouse with free parking , preferably [value_count] star .","sorry , i am not finding anything . want to change to a hotel ?",i am sorry but there are no hotel -s that meet your criteria . would you like to try something else ?,"the [hotel_name] is a guesthouse in the [value_area] part of town with a [value_pricerange] price range , and their phone number is [hotel_phone] .","i am sorry , there are no [value_count] star hotel -s in the [value_area] . would you like to try a different price range ?","You are looking for a <span class='emphasis'>place to stay</span>. The hotel should <span class='emphasis'>include free parking</span> and should have <span class='emphasis'>a star of 1</span><br/>The hotel should be in the type of <span class='emphasis'>guesthouse</span><br/>If there is no such hotel, how about one that has <span class='emphasis'>a star of 4</span><br/>Once you find the <span class='emphasis'>hotel</span> you want to book it for <span class='emphasis'>1 people</span> and <span class='emphasis'>2 nights</span> starting from <span class='emphasis'>sunday</span><br/>If the booking fails how about <span class='emphasis'>tuesday</span><br/>Make sure you get the <span class='emphasis'>reference number</span>"
PMUL3145.json,2,"U1: i would like to find out if there are any [value_pricerange] [value_food] place -s to eat in [value_place] .<br/>S1: yes , i have [restaurant_name] located in the [value_area] and [restaurant_name] city [value_area] located in the [value_area] . will [value_count] of these work for you ?<br/>U2: yes , i will make a reservation at [restaurant_name] in the [value_area] part of the city for [value_count] people on [value_day] .<br/>S2: i can certainly help you with that . what time would you like the reservation ?",i would like the reservation to be at [value_time] .,your reservation reference number is [restaurant_reference] . the table will be held for [value_count] minutes from the time of your reservation . may i assist you with anything else ?,i have made those reservations and your reference number is [restaurant_reference] .,i was able to book a table for [value_count] at [value_time] on [value_day] . your reference number is [restaurant_reference] . is there anything else i can help you with ?,i was able to book a table for [value_count] at [value_time] on [value_day] at [restaurant_name] . your reference number is [restaurant_reference] . is there anything else i can help you with ?,"You are traveling to Cambridge and looking forward to try local restaurants<br/>You are looking for a <span class='emphasis'>place to dine</span>. The restaurant should be in the <span class='emphasis'>cheap</span> price range and should serve <span class='emphasis'>portuguese</span> food<br/>Once you find the <span class='emphasis'>restaurant</span> you want to book a table for <span class='emphasis'>5 people</span> at <span class='emphasis'>14:45</span> on <span class='emphasis'>thursday</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for a <span class='emphasis'>place to stay</span>. The hotel should <span class='emphasis'>include free parking</span> and should have <span class='emphasis'>a star of 4</span><br/>The hotel should be in the <span class='emphasis'>same price range as the restaurant</span><br/>Make sure you get <span class='emphasis'>area</span>, <span class='emphasis'>whether they have internet</span>, and <span class='emphasis'>postcode</span>"
MUL0628.json,0,nan,i am looking for aa train to [value_place] that will depart after [value_time],where will you be departing from ?,i have [value_count] trains that leave [value_place] on [value_day] . what day would you like to travel ?,where will you be departing from ?,i can help you with that . what day will you be traveling and where are you departing from ?,"You are planning your trip in Cambridge<br/>You are looking for a <span class='emphasis'>train</span>. The train should go to <span class='emphasis'>cambridge</span> and should <span class='emphasis'>leave after 16:45</span><br/>The train should leave on <span class='emphasis'>sunday</span> and should depart from <span class='emphasis'>leicester</span><br/>Make sure you get <span class='emphasis'>price</span> and <span class='emphasis'>arrival time</span><br/>You are also looking for a <span class='emphasis'>place to stay</span>. The hotel should be in the <span class='emphasis'>moderate</span> price range and <span class='emphasis'>doesn't need to have free parking</span><br/>The hotel should <span class='emphasis'>include free wifi</span> and should be in the <span class='emphasis'>centre</span><br/>Make sure you get <span class='emphasis'>postcode</span>, <span class='emphasis'>hotel type</span>, and <span class='emphasis'>star of the hotel</span>"
PMUL1952.json,0,nan,"hi , i am looking for information on a train .",you came to the right place ! where would you like to go ?,i can help with that . what is your destination ?,i would be happy to help you find a train . what day would you like to travel ?,i can help you with that . where are you departing from ?,You are looking for information in Cambridge<br/>You are looking for a <span class='emphasis'>train</span>. The train should go to <span class='emphasis'>cambridge</span> and should depart from <span class='emphasis'>peterborough</span><br/>The train should leave on <span class='emphasis'>thursday</span> and should <span class='emphasis'>arrive by 10:30</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>4 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for a <span class='emphasis'>place to stay</span>. The hotel should <span class='emphasis'>include free parking</span> and should be in the <span class='emphasis'>west</span><br/>The hotel should be in the type of <span class='emphasis'>guesthouse</span><br/>Make sure you get <span class='emphasis'>star of the hotel</span> and <span class='emphasis'>phone number</span>
PMUL2119.json,5,"U1: please find me a place to dine that serves vegetarian food that s in the [value_pricerange] price range .<br/>S1: oh dear . i did a search for a [value_pricerange] vegetarian restaurant and my computer does not list [value_count] . would you like me to check the [value_pricerange] range ?<br/>U2: i am actually wanting the restaurant to be [value_pricerange] and in the [value_area] of town .<br/>S2: i am sorry but there are no restaurant -s matching that criteria . would you like to try another price range or part of town ?<br/>U3: are there any [value_pricerange] [value_food] restaurant -s in the [value_area] ?<br/>S3: yes , [value_count] of my favorites . [attraction_name] on [attraction_address] .<br/>U4: can you book a table for [value_count] at [value_time] on [value_day] .<br/>S4: i booked a table for your party of [value_count] at [restaurant_name] for [value_day] at [value_time] . your reference is [restaurant_reference] and the table will be reserved for [value_count] minutes<br/>U5: can you help me with place -s to go ? i like architecture .<br/>S5: there are [value_count] churches and a place called [attraction_name] for architecture . they are all conveniently located in the center of town .",can you get me the phone number for [attraction_name] please ?,"yes , the phone number is [attraction_phone] .",the phone number is [attraction_phone] .,the phone number is [attraction_phone] and the postcode is [attraction_postcode] .,their phone number is [attraction_phone] . is there anything else i can help you with ?,"You are planning your trip in Cambridge<br/>You are looking for a <span class='emphasis'>place to dine</span>. The restaurant should be in the <span class='emphasis'>expensive</span> price range and should serve <span class='emphasis'>vegetarian</span> food<br/>The restaurant should be in the <span class='emphasis'>centre</span><br/>If there is no such restaurant, how about one that serves <span class='emphasis'>french</span> food<br/>Once you find the <span class='emphasis'>restaurant</span> you want to book a table for <span class='emphasis'>5 people</span> at <span class='emphasis'>17:00</span> on <span class='emphasis'>friday</span><br/>If the booking fails how about <span class='emphasis'>tuesday</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for <span class='emphasis'>places to go</span> in town. The attraction should be <span class='emphasis'>in the same area as the restaurant</span> and should be in the type of <span class='emphasis'>architecture</span><br/>Make sure you get <span class='emphasis'>phone number</span>"
PMUL0844.json,0,nan,"i have got a particular restaurant we want to try , but i will need some help with it .","i would be happy to help , what is the name of the restaurant you want to try ?",i have [value_count] restaurant -s that serve [value_food] food . is there a specific type of food you would like to dine ?,i would suggest [restaurant_name] . the address is [restaurant_address] . the phone number is [restaurant_phone] .,i would be happy to help you . what type of food are you looking for ?,You are looking for information in Cambridge<br/>You are looking for a <span class='emphasis'>particular restaurant</span>. Its name is called <span class='emphasis'>pizza hut city centre</span><br/>Make sure you get <span class='emphasis'>area</span> and <span class='emphasis'>price range</span><br/>You are also looking for a <span class='emphasis'>train</span>. The train should go to <span class='emphasis'>cambridge</span> and should <span class='emphasis'>leave after 19:45</span><br/>The train should depart from <span class='emphasis'>stevenage</span> and should leave on <span class='emphasis'>wednesday</span><br/>Make sure you get <span class='emphasis'>price</span>
PMUL4731.json,0,nan,i am looking for information in [value_place],i can help ! what are you looking for ?,what type of attraction are you looking for ?,[attraction_name] is located at [attraction_address] and the postcode is [attraction_postcode] . their phone number is [attraction_phone] .,"sure , what is the name of the attraction ?","You are looking for information in Cambridge<br/>You are looking for <span class='emphasis'>places to go</span> in town. The attraction should be in the <span class='emphasis'>centre</span> and should be in the type of <span class='emphasis'>mutliple sports</span><br/>If there is no such attraction, how about one that is in <span class='emphasis'>the type of college</span><br/>Make sure you get <span class='emphasis'>phone number</span> and <span class='emphasis'>postcode</span><br/>You are also looking for a <span class='emphasis'>train</span>. The train should go to <span class='emphasis'>broxbourne</span> and should depart from <span class='emphasis'>cambridge</span><br/>The train should leave on <span class='emphasis'>wednesday</span> and should <span class='emphasis'>arrive by 12:00</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>4 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span>"
